Question,Answer
"hey, I was wondering if you could give me a discount on my food I'm broke!",Happy to help! Please visit this link;  to know more about how to get a free food.
"dealing with a driver who is literally incompetent and just swore down the phone, i hope this isnt what ubereats stands for?",We're so sorry for the trouble. Send us a note via  so we can assist.
. It took our driver over 5 minutes to start moving for our ride. We have a flight to catch. If they cant do the ride then they shouldnt accept It. #CustomerService,Here to help! Send us a note here  so we can assist.
How did I not get a ride out of this surge!? Im at the Four Seasons resort and there is only one car around me and its farther away. Thanks . #scrubered.,We can take a look! Send us a note via  so our team can get in touch.
Ugh!  is there a reason you disabled my ability to respond to a complaint you guys asked me to resend information to?,We've been in touch via DM!
Ugh!  is there a reason you disabled my ability to respond to a complaint you guys asked me to resend information to?,Here to help! Send us a DM with your email address with more info so we can assist.
I submitted an online request and expect a cancellation credit to my account as I would of had to pay. Thank you!,Here to help! Send us a DM with your email address so we can assist.
Hey  my scheduled ride canceled on me when he was 1 minute away. If I cancel I pay $5. I need a $5 credit.,Here to help! Follow up here;  and our team will connect right away.
Thank you for your response. Put in a request and am waiting for reply!,We're here to help! Send us a DM with your email address so we can follow up.
just made a $35 ubereats order from  and did not receive my burrito. Who should I contact?,We can definitely take a look! Send us a note via  so we can assist.
Or even reply.,"We're following up with you via DM, be on the look out for our response."
any reason Im trying to Inform ur support staff that my debit card is being charged fraudulently from another Uber account while Im at work and no one seems to care?,"We'd be happy to look into this, Frank. Please provide the email address you used to reach out to us so we can further review and assist."
.s surge pricing is ridiculous. I literally just ordered the exact same food from  on  for $13 less.,The busy area fee helps us maintain the reliability &amp; speed of our service. You can try again later when there may be less demand.
"Is there a way I can address a specific issue? Though i already received compensation for that ride i reported, I'd like to mention it would've been avoided if the route to my location was plotted correctly. The map told him to pass through a route that had a dead end","We're here to help! Send us a note here,  and our team will be in touch."
Hi  I have a problem with a cancellation fee I was charged but the case fits none of the options. How can I report i this?,Here to help. Send us a note at  so our team can connect.
"awful customer service, why bother trying to contact the head office?","Hi, Jenny! Kindly send us details regarding your concern so our team can assist."
"im already registered as a driver, lower the age requirement or let me bypass the rule please",Here to help! Contact us here;   so we can take a closer look.
im 4 months away from being 21 and have driving experience including delivery. i feel i should be able to drive now instead of waiting to be 21,Hi! Please visit  for more information.
im only a few months away from 21. let me drive anyway,Here to help! For more info please visit;
"That's a big lie otherwise my account would be up and running, stop lying, I'll make it public all the lies your guys have told me, been told it would only take 48 hours been waiting 5 DAYS","Hey there, Jasmany! We can see that a member of our team is looking into this for you. In an effort to enhance your support experience, and to avoid further confusion we'll be following up with any further questions or concerns you may have through in-app support."
"ANSWER ME, WHY IF I REPORT ANOTHER DRIVER WITH A GUN IN HI VEHICLE MY ACCOUNT GETS PUT ON HOLD????????","Sorry to hear about the trouble, Jasmany. We've escalated your concern - a member of our team will be in touch shortly via in-app. These type of issues are handled off social media. We apologize for any inconvenience this may have caused."
"I already messaged you her email address. Not sure what you mean with in-app support, but do you realize you guys deactivated her account?",Here to help! Please confirm the email address or phone number through direct message so we can further assist
"My wife account got charged w 2 uber eats orders we never placed. Called help number,  and after 20 min hold, all we were told had to email uber help Seriously?","We definitely want to take a closer look. However, due to our policy terms and conditions, we will need to discuss this with the account holder. Please message us with the email address associated with the account and we'll follow up with her directly via in-app support."
An uber driver 1)let me drive 2)started petting my hair as I drive 3)hugged me goodbye and 4)proceeded to touch my ass dyring said weird ass hug  get ur shit together,We're here to help. Send us a DM with your email address so we can assist.
"I booked a trip with you tonight, and after I paid for the trip the driver never came and the drive was completed in the app, what can we do to get our money back?",Here to help. Send us a note at  so our team can connect.
I definitely did this to no avail - it kept defaulting to the terminal.,"Sorry to hear about the trouble, Eric! At airports, there are usually only specific pick up zones which would then make moving the pin to your exact location default back to the designated pick up zone. We apologize for the inconvenience."
"; why do you make it impossible to arrange for a pick up at an FBO at an airport? I'm in the US and no matter what I do, the pick up location defaults to the terminal. I'm not at the the terminal. I'm at the FBO. You guys lost 3 rides tonight.","Hi, Eric. Kindly visit this link for more info;"
"For those of you who saw my insta story earlier today, I am safe. I got into a car accident while riding in my  and am currently being checked out in the ER. Moments like this make me realize how quickly things in life can change and how lucky I am to be here. I thank God.",We absolutely want to follow up right away. Please send us a DM with your email address so we can connect.
"My friend, Harsh Ranjan left his phone in uber cab while returning home. He tried calling his phone, it rang at the beginning then after few seconds it's coming as switched off. I am sharing the driver details and trip details. Kindly help.",Due to our privacy policy we're not able to address these concerns over social. Please have the account holder (or the person you're writing in for) contact us at  so we can assist them further. Please let us know if you have any other questions.
